ÅR,Måned,regnr,navn,Attribute,Value
2018,12,53113,Maersk Insurance A/S,Operating ratio,79.0
2018,12,53113,Maersk Insurance A/S,Relativt afløbsresultat,6.0
2018,12,53114,United Insurance af 01.08.2011 A/S,Bruttoerstatningsprocent (Loss ratio),0.0
2018,12,53114,United Insurance af 01.08.2011 A/S,Bruttoomkostningsprocent (Expense ratio),0.0
2018,12,53114,United Insurance af 01.08.2011 A/S,Combined ratio,0.0
2018,12,53114,United Insurance af 01.08.2011 A/S,Egenkapitalforrentning i pct. (Return on equity),0.0
2018,12,53114,United Insurance af 01.08.2011 A/S,Operating ratio,0.0
2018,12,53114,United Insurance af 01.08.2011 A/S,Relativt afløbsresultat,0.0
2018,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),126.0
2018,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),33.0
2018,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Combined ratio,160.0
2018,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),-58.0
2018,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Operating ratio,160.0
2018,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Relativt afløbsresultat,24.0
2018,12,53117,GEFION FINANS A/S (under konkurs),Bruttoerstatningsprocent (Loss ratio),73.0
2018,12,53117,GEFION FINANS A/S (under konkurs),Bruttoomkostningsprocent (Expense ratio),27.0
2018,12,53117,GEFION FINANS A/S (under konkurs),Combined ratio,100.0
2018,12,53117,GEFION FINANS A/S (under konkurs),Egenkapitalforrentning i pct. (Return on equity),-11.4
2018,12,53117,GEFION FINANS A/S (under konkurs),Operating ratio,100.0
2018,12,53117,GEFION FINANS A/S (under konkurs),Relativt afløbsresultat,-4.8
2018,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoerstatningsprocent (Loss ratio),170.5
2018,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoomkostningsprocent (Expense ratio),376.6
2018,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Combined ratio,547.1
2018,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Egenkapitalforrentning i pct. (Return on equity),-4.9
2018,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Operating ratio,547.3
2018,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Relativt afløbsresultat,0.0
2018,12,53119,Domus Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),88.8
2018,12,53119,Domus Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),574.1
2018,12,53119,Domus Forsikring A/S,Combined ratio,662.9
2018,12,53119,Domus Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-26.0
2018,12,53119,Domus Forsikring A/S,Operating ratio,662.9
2019,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoerstatningsprocent (Loss ratio),36.6
2019,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoomkostningsprocent (Expense ratio),15.5
2019,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Combined ratio,42.0
2019,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Egenkapitalforrentning i pct. (Return on equity),-4.8
2019,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Operating ratio,42.0
2019,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Relativt afløbsresultat,3.5
2019,12,50052,NEM Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),69.8
2019,12,50052,NEM Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),23.1
2019,12,50052,NEM Forsikring A/S,Combined ratio,98.9
2019,12,50052,NEM Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),4.1
2019,12,50052,NEM Forsikring A/S,Operating ratio,98.9
2019,12,50052,NEM Forsikring A/S,Relativt afløbsresultat,8.4
2019,12,50099,Lokal Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),73.0
2019,12,50099,Lokal Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),23.2
2019,12,50099,Lokal Forsikring G/S,Combined ratio,100.8
2019,12,50099,Lokal Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),8.9
2019,12,50099,Lokal Forsikring G/S,Operating ratio,100.9
2019,12,50099,Lokal Forsikring G/S,Relativt afløbsresultat,-5.7
2019,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoerstatningsprocent (Loss ratio),64.5
2019,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoomkostningsprocent (Expense ratio),18.9
2019,12,50102,VESTJYLLAND FORSIKRING GS.,Combined ratio,88.2
2019,12,50102,VESTJYLLAND FORSIKRING GS.,Egenkapitalforrentning i pct. (Return on equity),14.2
2019,12,50102,VESTJYLLAND FORSIKRING GS.,Operating ratio,88.3
2019,12,50102,VESTJYLLAND FORSIKRING GS.,Relativt afløbsresultat,9.1
2019,12,50140,HF-Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),59.4
2019,12,50140,HF-Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),44.3
2019,12,50140,HF-Forsikring G/S,Combined ratio,107.2
2019,12,50140,HF-Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),6.5
2019,12,50140,HF-Forsikring G/S,Operating ratio,107.4
2019,12,50140,HF-Forsikring G/S,Relativt afløbsresultat,5.3
2019,12,50149,Europæiske Rejseforsikring A/S,Bruttoerstatningsprocent (Loss ratio),57.86
2019,12,50149,Europæiske Rejseforsikring A/S,Bruttoomkostningsprocent (Expense ratio),43.3
2019,12,50149,Europæiske Rejseforsikring A/S,Combined ratio,101.89
2019,12,50149,Europæiske Rejseforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-2.09
2019,12,50149,Europæiske Rejseforsikring A/S,Operating ratio,101.76
2019,12,50149,Europæiske Rejseforsikring A/S,Relativt afløbsresultat,1.33
2019,12,50167,Storstrøms Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),57.0
2019,12,50167,Storstrøms Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),62.0
2019,12,50167,Storstrøms Forsikring G/S,Combined ratio,97.0
2019,12,50167,Storstrøms Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),8.0
2019,12,50167,Storstrøms Forsikring G/S,Operating ratio,96.0
2019,12,50167,Storstrøms Forsikring G/S,Relativt afløbsresultat,14.0
2019,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoerstatningsprocent (Loss ratio),78.0
2019,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoomkostningsprocent (Expense ratio),73.0
2019,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Combined ratio,151.0
2019,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-6.0
2019,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Operating ratio,151.0
2019,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Relativt afløbsresultat,42.0
2019,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoerstatningsprocent (Loss ratio),67.05
2019,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoomkostningsprocent (Expense ratio),37.1
2019,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Combined ratio,109.18
2019,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Egenkapitalforrentning i pct. (Return on equity),2.88
2019,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Operating ratio,109.33
2019,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Relativt afløbsresultat,-2.13
2019,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoerstatningsprocent (Loss ratio),130.0
2019,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoomkostningsprocent (Expense ratio),32.6
2019,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Combined ratio,173.2
2019,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Egenkapitalforrentning i pct. (Return on equity),-4.0
2019,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Operating ratio,173.4
2019,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Relativt afløbsresultat,29.2
2019,12,50240,Sønderjysk Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),67.1
2019,12,50240,Sønderjysk Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),24.2
2019,12,50240,Sønderjysk Forsikring G/S,Combined ratio,96.6
2019,12,50240,Sønderjysk Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),8.8
2019,12,50240,Sønderjysk Forsikring G/S,Operating ratio,96.7
2019,12,50240,Sønderjysk Forsikring G/S,Relativt afløbsresultat,6.9
2019,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoerstatningsprocent (Loss ratio),72.5
2019,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoomkostningsprocent (Expense ratio),22.8
2019,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Combined ratio,99.1
2019,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Egenkapitalforrentning i pct. (Return on equity),8.2
2019,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Operating ratio,99.2
2019,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Relativt afløbsresultat,-1.2
2019,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoerstatningsprocent (Loss ratio),65.0
2019,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoomkostningsprocent (Expense ratio),31.0
2019,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Combined ratio,104.0
2019,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Egenkapitalforrentning i pct. (Return on equity),0.0
2019,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Operating ratio,104.0
2019,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Relativt afløbsresultat,8.0
2019,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoerstatningsprocent (Loss ratio),0.0
2019,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoomkostningsprocent (Expense ratio),196.0
2019,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Combined ratio,196.0
2019,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Egenkapitalforrentning i pct. (Return on equity),1.2
2019,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Operating ratio,196.0
2019,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Relativt afløbsresultat,0.0
2019,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),69.6
