ÅR,Måned,regnr,navn,Attribute,Value
2022,12,53092,Carlsberg Captive Insurance Company A/S,Operating ratio,11.1
2022,12,53092,Carlsberg Captive Insurance Company A/S,Relativt afløbsresultat,0.0
2022,12,53093,Arriva Insurance A/S,Bruttoerstatningsprocent (Loss ratio),18.0
2022,12,53093,Arriva Insurance A/S,Bruttoomkostningsprocent (Expense ratio),10.0
2022,12,53093,Arriva Insurance A/S,Combined ratio,39.0
2022,12,53093,Arriva Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),26.0
2022,12,53093,Arriva Insurance A/S,Operating ratio,39.0
2022,12,53093,Arriva Insurance A/S,Relativt afløbsresultat,-5.0
2022,12,53095,Dansk Musiker Forbund Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),40.2
2022,12,53095,Dansk Musiker Forbund Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),52.1
2022,12,53095,Dansk Musiker Forbund Forsikring G/S,Combined ratio,94.8
2022,12,53095,Dansk Musiker Forbund Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-13.1
2022,12,53095,Dansk Musiker Forbund Forsikring G/S,Operating ratio,94.6
2022,12,53095,Dansk Musiker Forbund Forsikring G/S,Relativt afløbsresultat,36.7
2022,12,53099,MELES Insurance A/S (captive insurance company),Bruttoerstatningsprocent (Loss ratio),81.7
2022,12,53099,MELES Insurance A/S (captive insurance company),Bruttoomkostningsprocent (Expense ratio),11.3
2022,12,53099,MELES Insurance A/S (captive insurance company),Combined ratio,97.0
2022,12,53099,MELES Insurance A/S (captive insurance company),Egenkapitalforrentning i pct. (Return on equity),2.2
2022,12,53099,MELES Insurance A/S (captive insurance company),Operating ratio,97.1
2022,12,53099,MELES Insurance A/S (captive insurance company),Relativt afløbsresultat,21.1
2022,12,53100,Ørsted Insurance A/S,Bruttoerstatningsprocent (Loss ratio),174.2
2022,12,53100,Ørsted Insurance A/S,Bruttoomkostningsprocent (Expense ratio),3.3
2022,12,53100,Ørsted Insurance A/S,Combined ratio,174.4
2022,12,53100,Ørsted Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),-20.7
2022,12,53100,Ørsted Insurance A/S,Operating ratio,169.3
2022,12,53100,Ørsted Insurance A/S,Relativt afløbsresultat,-48.0
2022,12,53101,Salling Group Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),55.2
2022,12,53101,Salling Group Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),13.2
2022,12,53101,Salling Group Forsikring A/S,Combined ratio,74.2
2022,12,53101,Salling Group Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),3.2
2022,12,53101,Salling Group Forsikring A/S,Operating ratio,73.8
2022,12,53101,Salling Group Forsikring A/S,Relativt afløbsresultat,8.9
2022,12,53103,ETU Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),71.0
2022,12,53103,ETU Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),26.0
2022,12,53103,ETU Forsikring A/S,Combined ratio,93.0
2022,12,53103,ETU Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),31.0
2022,12,53103,ETU Forsikring A/S,Operating ratio,93.0
2022,12,53103,ETU Forsikring A/S,Relativt afløbsresultat,-8.0
2022,12,53106,Forsikringsselskabet Vendsyssel A/S,Bruttoerstatningsprocent (Loss ratio),55.1
2022,12,53106,Forsikringsselskabet Vendsyssel A/S,Bruttoomkostningsprocent (Expense ratio),19.9
2022,12,53106,Forsikringsselskabet Vendsyssel A/S,Combined ratio,83.7
2022,12,53106,Forsikringsselskabet Vendsyssel A/S,Egenkapitalforrentning i pct. (Return on equity),-1.4
2022,12,53106,Forsikringsselskabet Vendsyssel A/S,Operating ratio,83.5
2022,12,53106,Forsikringsselskabet Vendsyssel A/S,Relativt afløbsresultat,10.3
2022,12,53108,FF Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),22.16
2022,12,53108,FF Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),22.16
2022,12,53108,FF Forsikring A/S,Combined ratio,63.3
2022,12,53108,FF Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),11.15
2022,12,53108,FF Forsikring A/S,Operating ratio,63.3
2022,12,53108,FF Forsikring A/S,Relativt afløbsresultat,0.51
2022,12,53110,DSV Insurance A/S,Bruttoerstatningsprocent (Loss ratio),48.0
2022,12,53110,DSV Insurance A/S,Bruttoomkostningsprocent (Expense ratio),12.0
2022,12,53110,DSV Insurance A/S,Combined ratio,79.0
2022,12,53110,DSV Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),45.0
2022,12,53110,DSV Insurance A/S,Operating ratio,79.0
2022,12,53110,DSV Insurance A/S,Relativt afløbsresultat,11.0
2022,12,53111,Fri Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),41.3
2022,12,53111,Fri Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),21.4
2022,12,53111,Fri Forsikring A/S,Combined ratio,66.6
2022,12,53111,Fri Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),4.6
2022,12,53111,Fri Forsikring A/S,Operating ratio,66.6
2022,12,53111,Fri Forsikring A/S,Relativt afløbsresultat,35.1
2022,12,53113,Maersk Insurance A/S,Bruttoerstatningsprocent (Loss ratio),31.0
2022,12,53113,Maersk Insurance A/S,Bruttoomkostningsprocent (Expense ratio),3.0
2022,12,53113,Maersk Insurance A/S,Combined ratio,72.0
2022,12,53113,Maersk Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),21.0
2022,12,53113,Maersk Insurance A/S,Operating ratio,72.0
2022,12,53113,Maersk Insurance A/S,Relativt afløbsresultat,-11.0
2022,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),63.0
2022,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),35.0
2022,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Combined ratio,97.0
2022,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),-5.0
2022,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Operating ratio,97.0
2022,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Relativt afløbsresultat,4.0
2022,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoerstatningsprocent (Loss ratio),102.6
2022,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoomkostningsprocent (Expense ratio),20.9
2022,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Combined ratio,123.4
2022,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Egenkapitalforrentning i pct. (Return on equity),-26.0
2022,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Operating ratio,123.3
2022,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Relativt afløbsresultat,-0.8
2022,12,53119,Domus Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),71.0
2022,12,53119,Domus Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),25.0
2022,12,53119,Domus Forsikring A/S,Combined ratio,103.0
2022,12,53119,Domus Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-48.0
2022,12,53119,Domus Forsikring A/S,Operating ratio,103.0
2022,12,53119,Domus Forsikring A/S,Relativt afløbsresultat,-13.0
2022,12,53120,Amorta Arbejdsskadesforsikringsselskab A/S,Egenkapitalforrentning i pct. (Return on equity),-2.8
2022,12,53120,Amorta Arbejdsskadesforsikringsselskab A/S,Relativt afløbsresultat,11.1
2022,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Bruttoerstatningsprocent (Loss ratio),61.0
2022,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Bruttoomkostningsprocent (Expense ratio),19.0
2022,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Combined ratio,79.0
2022,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Egenkapitalforrentning i pct. (Return on equity),31.0
2022,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Operating ratio,0.0
2022,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Relativt afløbsresultat,16.0
2022,12,53122,Codan Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),69.9
2022,12,53122,Codan Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),21.4
2022,12,53122,Codan Forsikring A/S,Combined ratio,97.4
2022,12,53122,Codan Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-22.0
2022,12,53122,Codan Forsikring A/S,Operating ratio,97.4
2022,12,53122,Codan Forsikring A/S,Relativt afløbsresultat,1.2
2023,12,-8,Storstrøm Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),94.0
2023,12,-8,Storstrøm Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),24.0
2023,12,-8,Storstrøm Forsikring G/S,Combined ratio,118.0
2023,12,-8,Storstrøm Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-31.0
2023,12,-8,Storstrøm Forsikring G/S,Operating ratio,116.0
2023,12,-8,Storstrøm Forsikring G/S,Relativt afløbsresultat,-15.0
2023,12,-5,Gjensidige Forsikring tidligere PenSam Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),79.4
2023,12,-5,Gjensidige Forsikring tidligere PenSam Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),29.5
2023,12,-5,Gjensidige Forsikring tidligere PenSam Forsikring A/S,Combined ratio,114.8
2023,12,-5,Gjensidige Forsikring tidligere PenSam Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-39.5
2023,12,-5,Gjensidige Forsikring tidligere PenSam Forsikring A/S,Operating ratio,114.8
2023,12,-5,Gjensidige Forsikring tidligere PenSam Forsikring A/S,Relativt afløbsresultat,-23.4
2023,12,-4,Forsia Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),79.8
2023,12,-4,Forsia Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),26.0
2023,12,-4,Forsia Forsikring A/S,Combined ratio,109.2
2023,12,-4,Forsia Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),22.4
2023,12,-4,Forsia Forsikring A/S,Operating ratio,109.2
2023,12,-4,Forsia Forsikring A/S,Relativt afløbsresultat,-13.3
2023,12,-2,Dan Captive Insurance A/S,Bruttoerstatningsprocent (Loss ratio),-27.0
2023,12,-2,Dan Captive Insurance A/S,Bruttoomkostningsprocent (Expense ratio),14.0
2023,12,-2,Dan Captive Insurance A/S,Combined ratio,15.0
2023,12,-2,Dan Captive Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),30.0
2023,12,-2,Dan Captive Insurance A/S,Operating ratio,14.0
2023,12,-2,Dan Captive Insurance A/S,Relativt afløbsresultat,13.0
2023,12,-1,Codan Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),61.6
2023,12,-1,Codan Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.9
2023,12,-1,Codan Forsikring A/S,Combined ratio,87.2
2023,12,-1,Codan Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),25.1
2023,12,-1,Codan Forsikring A/S,Operating ratio,87.2
2023,12,-1,Codan Forsikring A/S,Relativt afløbsresultat,3.1
2023,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoerstatningsprocent (Loss ratio),27.7
2023,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoomkostningsprocent (Expense ratio),17.1
2023,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Combined ratio,47.8
2023,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Egenkapitalforrentning i pct. (Return on equity),24.6
2023,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Operating ratio,47.8
2023,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Relativt afløbsresultat,5.8
2023,12,50099,Lokal Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),67.3
2023,12,50099,Lokal Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),27.7
2023,12,50099,Lokal Forsikring G/S,Combined ratio,104.7
2023,12,50099,Lokal Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),3.7
2023,12,50099,Lokal Forsikring G/S,Operating ratio,103.4
2023,12,50099,Lokal Forsikring G/S,Relativt afløbsresultat,8.5
2023,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoerstatningsprocent (Loss ratio),81.7
2023,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoomkostningsprocent (Expense ratio),18.6
2023,12,50102,VESTJYLLAND FORSIKRING GS.,Combined ratio,103.3
2023,12,50102,VESTJYLLAND FORSIKRING GS.,Egenkapitalforrentning i pct. (Return on equity),5.4
2023,12,50102,VESTJYLLAND FORSIKRING GS.,Operating ratio,101.8
2023,12,50102,VESTJYLLAND FORSIKRING GS.,Relativt afløbsresultat,-1.6
2023,12,50140,HF-Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),60.1
2023,12,50140,HF-Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),39.1
2023,12,50140,HF-Forsikring G/S,Combined ratio,109.3
2023,12,50140,HF-Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),3.1
2023,12,50140,HF-Forsikring G/S,Operating ratio,108.0
2023,12,50140,HF-Forsikring G/S,Relativt afløbsresultat,-2.1
2023,12,50149,Europæiske Rejseforsikring A/S,Bruttoerstatningsprocent (Loss ratio),46.87
2023,12,50149,Europæiske Rejseforsikring A/S,Bruttoomkostningsprocent (Expense ratio),55.17
2023,12,50149,Europæiske Rejseforsikring A/S,Combined ratio,102.04
2023,12,50149,Europæiske Rejseforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),1.56
2023,12,50149,Europæiske Rejseforsikring A/S,Operating ratio,101.97
2023,12,50149,Europæiske Rejseforsikring A/S,Relativt afløbsresultat,11.37
2023,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoerstatningsprocent (Loss ratio),89.0
2023,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoomkostningsprocent (Expense ratio),49.0
2023,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Combined ratio,138.0
2023,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-5.0
2023,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Operating ratio,138.0
2023,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Relativt afløbsresultat,22.0
2023,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoerstatningsprocent (Loss ratio),64.65
2023,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoomkostningsprocent (Expense ratio),29.06
2023,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Combined ratio,100.26
2023,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Egenkapitalforrentning i pct. (Return on equity),5.12
2023,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Operating ratio,99.15
2023,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Relativt afløbsresultat,-1.4
2023,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoerstatningsprocent (Loss ratio),51.9
2023,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoomkostningsprocent (Expense ratio),27.3
2023,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Combined ratio,89.3
2023,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Egenkapitalforrentning i pct. (Return on equity),12.2
2023,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Operating ratio,88.5
2023,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Relativt afløbsresultat,4.7
2023,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoerstatningsprocent (Loss ratio),77.0
2023,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoomkostningsprocent (Expense ratio),22.0
2023,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Combined ratio,101.7
2023,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Egenkapitalforrentning i pct. (Return on equity),3.2
2023,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Operating ratio,100.7
2023,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Relativt afløbsresultat,3.1
2023,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoerstatningsprocent (Loss ratio),64.0
2023,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoomkostningsprocent (Expense ratio),10.0
2023,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Combined ratio,103.0
2023,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Egenkapitalforrentning i pct. (Return on equity),5.0
2023,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Operating ratio,
2023,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Relativt afløbsresultat,3.0
2023,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoerstatningsprocent (Loss ratio),-1.12
2023,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoomkostningsprocent (Expense ratio),78.39
2023,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Combined ratio,77.27
2023,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Egenkapitalforrentning i pct. (Return on equity),4.36
2023,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Operating ratio,77.27
2023,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Relativt afløbsresultat,47.72
2023,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoerstatningsprocent (Loss ratio),87.44
2023,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoomkostningsprocent (Expense ratio),22.24
2023,12,50479,Skibsforsikringen Frederikshavn G/F,Combined ratio,120.4
2023,12,50479,Skibsforsikringen Frederikshavn G/F,Egenkapitalforrentning i pct. (Return on equity),1.01
2023,12,50479,Skibsforsikringen Frederikshavn G/F,Operating ratio,120.4
2023,12,50479,Skibsforsikringen Frederikshavn G/F,Relativt afløbsresultat,5.35
2023,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoerstatningsprocent (Loss ratio),4.73
2023,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoomkostningsprocent (Expense ratio),1.65
2023,12,50568,Danske Privatbaners Forsikringsforening G/S,Combined ratio,43.94
2023,12,50568,Danske Privatbaners Forsikringsforening G/S,Egenkapitalforrentning i pct. (Return on equity),10.34
2023,12,50568,Danske Privatbaners Forsikringsforening G/S,Operating ratio,51.99
2023,12,50568,Danske Privatbaners Forsikringsforening G/S,Relativt afløbsresultat,4.99
2023,12,50635,Fiskernes Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),36.67
2023,12,50635,Fiskernes Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),30.6
2023,12,50635,Fiskernes Forsikring G/S,Combined ratio,74.77
2023,12,50635,Fiskernes Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),12.04
2023,12,50635,Fiskernes Forsikring G/S,Operating ratio,74.23
2023,12,50635,Fiskernes Forsikring G/S,Relativt afløbsresultat,5.74
2023,12,51519,Popermo Forsikring g/s,Bruttoerstatningsprocent (Loss ratio),94.9
2023,12,51519,Popermo Forsikring g/s,Bruttoomkostningsprocent (Expense ratio),13.9
2023,12,51519,Popermo Forsikring g/s,Combined ratio,112.7
2023,12,51519,Popermo Forsikring g/s,Egenkapitalforrentning i pct. (Return on equity),1.3
2023,12,51519,Popermo Forsikring g/s,Operating ratio,112.0
2023,12,51519,Popermo Forsikring g/s,Relativt afløbsresultat,5.4
2023,12,51571,Forsikringsselskabet HIMMERLAND G/S,Bruttoerstatningsprocent (Loss ratio),57.6
2023,12,51571,Forsikringsselskabet HIMMERLAND G/S,Bruttoomkostningsprocent (Expense ratio),23.5
2023,12,51571,Forsikringsselskabet HIMMERLAND G/S,Combined ratio,93.7
2023,12,51571,Forsikringsselskabet HIMMERLAND G/S,Egenkapitalforrentning i pct. (Return on equity),8.8
2023,12,51571,Forsikringsselskabet HIMMERLAND G/S,Operating ratio,92.9
2023,12,51571,Forsikringsselskabet HIMMERLAND G/S,Relativt afløbsresultat,1.2
2023,12,51619,GF Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),71.5
2023,12,51619,GF Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),23.6
2023,12,51619,GF Forsikring A/S,Combined ratio,96.3
2023,12,51619,GF Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),12.5
2023,12,51619,GF Forsikring A/S,Operating ratio,95.9
2023,12,51619,GF Forsikring A/S,Relativt afløbsresultat,9.7
2023,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Bruttoerstatningsprocent (Loss ratio),105.4
2023,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Bruttoomkostningsprocent (Expense ratio),3.5
2023,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Combined ratio,108.9
2023,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Egenkapitalforrentning i pct. (Return on equity),5.0
2023,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Operating ratio,108.2
2023,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Relativt afløbsresultat,-2.1
2023,12,51777,Thisted Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),71.5
2023,12,51777,Thisted Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),20.5
2023,12,51777,Thisted Forsikring A/S,Combined ratio,95.0
2023,12,51777,Thisted Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),9.9
2023,12,51777,Thisted Forsikring A/S,Operating ratio,93.7
2023,12,51777,Thisted Forsikring A/S,Relativt afløbsresultat,2.3
2023,12,51778,"Købstædernes Forsikring, gensidig",Bruttoerstatningsprocent (Loss ratio),76.9
2023,12,51778,"Købstædernes Forsikring, gensidig",Bruttoomkostningsprocent (Expense ratio),22.0
2023,12,51778,"Købstædernes Forsikring, gensidig",Combined ratio,103.1
2023,12,51778,"Købstædernes Forsikring, gensidig",Egenkapitalforrentning i pct. (Return on equity),3.8
2023,12,51778,"Købstædernes Forsikring, gensidig",Operating ratio,102.2
2023,12,51778,"Købstædernes Forsikring, gensidig",Relativt afløbsresultat,4.7
2023,12,51949,Forsikringsselskabet Nærsikring A/S,Bruttoerstatningsprocent (Loss ratio),88.8
2023,12,51949,Forsikringsselskabet Nærsikring A/S,Bruttoomkostningsprocent (Expense ratio),12.8
2023,12,51949,Forsikringsselskabet Nærsikring A/S,Combined ratio,102.6
2023,12,51949,Forsikringsselskabet Nærsikring A/S,Egenkapitalforrentning i pct. (Return on equity),8.7
2023,12,51949,Forsikringsselskabet Nærsikring A/S,Operating ratio,101.8
2023,12,51949,Forsikringsselskabet Nærsikring A/S,Relativt afløbsresultat,-6.2
2023,12,52009,Topdanmark Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),68.4
2023,12,52009,Topdanmark Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.2
2023,12,52009,Topdanmark Forsikring A/S,Combined ratio,88.0
2023,12,52009,Topdanmark Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),23.8
2023,12,52009,Topdanmark Forsikring A/S,Operating ratio,88.0
2023,12,52009,Topdanmark Forsikring A/S,Relativt afløbsresultat,-0.8
2023,12,53028,Bornholms Brandforsikring A/S,Bruttoerstatningsprocent (Loss ratio),66.0
2023,12,53028,Bornholms Brandforsikring A/S,Bruttoomkostningsprocent (Expense ratio),19.5
2023,12,53028,Bornholms Brandforsikring A/S,Combined ratio,90.8
2023,12,53028,Bornholms Brandforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),15.1
2023,12,53028,Bornholms Brandforsikring A/S,Operating ratio,89.8
2023,12,53028,Bornholms Brandforsikring A/S,Relativt afløbsresultat,13.3
2023,12,53040,LB Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),83.0
2023,12,53040,LB Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.4
2023,12,53040,LB Forsikring A/S,Combined ratio,101.7
2023,12,53040,LB Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),6.3
2023,12,53040,LB Forsikring A/S,Operating ratio,99.8
2023,12,53040,LB Forsikring A/S,Relativt afløbsresultat,-2.8
2023,12,53055,Concordia Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),63.0
2023,12,53055,Concordia Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),15.4
2023,12,53055,Concordia Forsikring A/S,Combined ratio,90.8
2023,12,53055,Concordia Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),10.5
2023,12,53055,Concordia Forsikring A/S,Operating ratio,89.8
2023,12,53055,Concordia Forsikring A/S,Relativt afløbsresultat,-2.1
2023,12,53065,Borealis Insurance A/S (captive insurance company),Bruttoerstatningsprocent (Loss ratio),25.52
2023,12,53065,Borealis Insurance A/S (captive insurance company),Bruttoomkostningsprocent (Expense ratio),0.93
2023,12,53065,Borealis Insurance A/S (captive insurance company),Combined ratio,89.56
2023,12,53065,Borealis Insurance A/S (captive insurance company),Egenkapitalforrentning i pct. (Return on equity),8.24
2023,12,53065,Borealis Insurance A/S (captive insurance company),Operating ratio,89.6
2023,12,53065,Borealis Insurance A/S (captive insurance company),Relativt afløbsresultat,-4.86
2023,12,53070,Tryg Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),67.4
2023,12,53070,Tryg Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),16.3
2023,12,53070,Tryg Forsikring A/S,Combined ratio,85.8
2023,12,53070,Tryg Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),9.6
2023,12,53070,Tryg Forsikring A/S,Operating ratio,85.8
2023,12,53070,Tryg Forsikring A/S,Relativt afløbsresultat,3.0
2023,12,53074,Forsikringsselskabet PrivatSikring A/S,Bruttoerstatningsprocent (Loss ratio),63.3
2023,12,53074,Forsikringsselskabet PrivatSikring A/S,Bruttoomkostningsprocent (Expense ratio),28.9
2023,12,53074,Forsikringsselskabet PrivatSikring A/S,Combined ratio,94.0
2023,12,53074,Forsikringsselskabet PrivatSikring A/S,Egenkapitalforrentning i pct. (Return on equity),12.6
2023,12,53074,Forsikringsselskabet PrivatSikring A/S,Operating ratio,94.0
2023,12,53074,Forsikringsselskabet PrivatSikring A/S,Relativt afløbsresultat,2.1
2023,12,53086,Alm. Brand Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),66.9
2023,12,53086,Alm. Brand Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.3
2023,12,53086,Alm. Brand Forsikring A/S,Combined ratio,88.8
2023,12,53086,Alm. Brand Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),39.7
2023,12,53086,Alm. Brand Forsikring A/S,Operating ratio,88.8
2023,12,53086,Alm. Brand Forsikring A/S,Relativt afløbsresultat,0.9
2023,12,53087,Dansk Boligforsikring A/S,Bruttoerstatningsprocent (Loss ratio),75.3
2023,12,53087,Dansk Boligforsikring A/S,Bruttoomkostningsprocent (Expense ratio),19.7
2023,12,53087,Dansk Boligforsikring A/S,Combined ratio,95.6
2023,12,53087,Dansk Boligforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),15.0
